studentnummer;persoonsgebonden_nummer;selectiejaar;opleiding;instellingscode;geslacht;leeftijd;herkomst;hoogste_vooropleiding;gem_eindcijfer_vo;motivatiescore;cv_score;interview_score;totaalscore;rangorde;selectie_uitkomst
10821;10821.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;hbo-propedeuse;5.7;7.15;6.6;7.1;7.02;23;geselecteerd
10822;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;westerse achtergrond;vwo profiel natuur & gezondheid;7.4;3.45;3.95;3.98;3.82;321;niet geselecteerd
10823;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.2;4.5;4.15;5.38;4.87;220;niet geselecteerd
10824;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;anders;7.0;5.5;5.6;4.73;5.14;180;niet geselecteerd
10825;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;hbo-propedeuse;6.3;2.8;4.0;3.68;3.48;347;niet geselecteerd
10826;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;8.0;4.35;3.5;3.92;3.96;311;niet geselecteerd
10827;;2023;B Gezondheidswetenschappen;DEMO;man;23;Nederland;vwo profiel economie & maatschappij;7.8;3.45;4.15;3.17;3.45;349;niet geselecteerd
10828;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;7.1;4.1;4.25;5.27;4.72;240;niet geselecteerd
10829;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.5;3.6;3.75;3.02;3.34;356;niet geselecteerd
10830;10830.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Turkije;vwo profiel natuur & techniek;7.9;7.1;7.95;7.93;7.68;6;geselecteerd
10831;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.7;5.2;5.55;5.3;5.32;159;niet geselecteerd
10832;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;hbo-propedeuse;6.1;5.05;5.7;5.02;5.16;178;niet geselecteerd
10833;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.7;4.35;5.8;5.33;5.13;184;niet geselecteerd
10834;10834.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;7.3;7.3;6.95;6.9;7.03;22;geselecteerd
10835;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Marokko;vwo profiel economie & maatschappij;6.0;4.6;5.05;4.93;4.85;226;niet geselecteerd
10836;10836.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;8.1;5.8;5.65;5.73;5.74;108;reserve
10837;10837.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & gezondheid;7.5;5.65;5.2;6.03;5.75;107;reserve
10838;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;westerse achtergrond;anders;6.7;3.0;4.35;3.62;3.58;340;niet geselecteerd
10839;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.1;3.65;5.2;5.1;4.68;246;niet geselecteerd
10840;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;hbo-propedeuse;6.3;5.25;5.5;5.0;5.18;176;niet geselecteerd
10841;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & techniek;6.9;4.35;5.5;5.68;5.24;167;niet geselecteerd
10842;10842.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Marokko;vwo profiel cultuur & maatschappij;7.5;6.3;5.75;6.3;6.19;62;geselecteerd
10843;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;6.9;5.4;5.3;5.25;5.3;161;niet geselecteerd
10844;10844.0;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel natuur & gezondheid;6.7;6.45;7.0;6.28;6.48;45;geselecteerd
10845;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel cultuur & maatschappij;6.3;4.25;4.85;4.57;4.53;266;niet geselecteerd
10846;;2023;B Gezondheidswetenschappen;DEMO;man;19;westerse achtergrond;vwo profiel natuur & gezondheid;6.5;3.5;3.05;4.23;3.78;327;niet geselecteerd
10847;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & techniek;7.4;2.8;4.55;3.62;3.56;341;niet geselecteerd
10848;10848.0;2023;B Gezondheidswetenschappen;DEMO;man;17;westerse achtergrond;vwo profiel cultuur & maatschappij;7.7;5.15;6.55;5.65;5.68;117;reserve
10849;10849.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;westerse achtergrond;vwo profiel natuur & gezondheid;6.8;6.75;7.65;7.18;7.14;20;geselecteerd
10850;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.0;3.6;4.4;4.58;4.25;289;niet geselecteerd
10851;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;hbo-propedeuse;5.6;2.55;3.6;2.7;2.84;378;niet geselecteerd
10852;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Marokko;vwo profiel natuur & gezondheid;8.1;5.2;4.85;5.37;5.22;170;niet geselecteerd
10853;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & techniek;7.5;4.85;4.1;4.33;4.44;273;niet geselecteerd
10854;10854.0;2023;B Gezondheidswetenschappen;DEMO;man;19;overig niet-westers;vwo profiel natuur & gezondheid;6.8;6.05;5.8;6.3;6.12;69;geselecteerd
10855;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;8.2;5.65;5.3;5.57;5.54;131;niet geselecteerd
10856;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.1;4.75;5.25;4.28;4.62;256;niet geselecteerd
10857;10857.0;2023;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel natuur & gezondheid;6.3;6.4;5.9;5.63;5.91;87;geselecteerd
10858;10858.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.2;5.6;6.65;5.62;5.82;100;geselecteerd
10859;10859.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;anders;5.6;6.0;5.7;5.7;5.79;104;reserve
10860;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.9;3.2;4.15;4.23;3.9;316;niet geselecteerd
10861;10861.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Suriname/Antillen;vwo profiel natuur & gezondheid;6.9;7.65;5.5;7.43;7.11;21;geselecteerd
10862;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & techniek;6.9;2.9;5.25;4.02;3.93;312;niet geselecteerd
10863;10863.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;6.9;7.05;4.55;5.65;5.85;95;geselecteerd
10864;10864.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.2;8.1;7.05;7.77;7.72;5;geselecteerd
10865;10865.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & techniek;7.0;7.45;7.95;8.13;7.89;2;geselecteerd
10866;;2023;B Gezondheidswetenschappen;DEMO;anders;19;Nederland;hbo-propedeuse;6.0;5.3;4.75;5.35;5.22;171;niet geselecteerd
10867;10867.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;8.1;5.45;5.1;6.53;5.92;84;geselecteerd
10868;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;6.6;4.9;5.4;5.17;5.14;181;niet geselecteerd
10869;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;7.5;4.75;4.9;4.95;4.88;217;niet geselecteerd
10870;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;6.4;5.7;4.9;5.33;5.36;157;niet geselecteerd
10871;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel cultuur & maatschappij;6.5;3.9;4.05;3.28;3.62;339;niet geselecteerd
10872;10872.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;hbo-propedeuse;7.1;6.9;4.9;6.03;6.06;74;geselecteerd
10873;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;5.2;3.75;3.55;3.32;3.5;346;niet geselecteerd
10874;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel economie & maatschappij;6.5;4.45;3.85;3.48;3.84;320;niet geselecteerd
10875;;2023;B Gezondheidswetenschappen;DEMO;man;19;overig niet-westers;hbo-propedeuse;6.4;4.9;5.9;6.0;5.65;121;niet geselecteerd
10876;10876.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;7.4;6.9;7.75;7.12;7.18;16;geselecteerd
10877;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel cultuur & maatschappij;7.9;4.7;6.1;4.7;4.98;204;niet geselecteerd
10878;;2023;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel natuur & gezondheid;6.1;2.75;4.0;2.73;2.99;371;niet geselecteerd
10879;10879.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.4;6.5;5.3;5.98;6.0;80;geselecteerd
10880;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.8;2.85;2.75;3.03;2.92;374;niet geselecteerd
10881;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Suriname/Antillen;vwo profiel natuur & gezondheid;8.4;2.55;2.15;2.42;2.4;382;niet geselecteerd
10882;;2023;B Gezondheidswetenschappen;DEMO;anders;20;Marokko;vwo profiel natuur & techniek;7.2;5.2;5.0;5.32;5.22;172;niet geselecteerd
10883;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;6.5;5.05;4.65;5.08;4.98;205;niet geselecteerd
10884;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;6.7;4.65;4.1;4.9;4.66;249;niet geselecteerd
10885;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel cultuur & maatschappij;6.8;4.05;6.3;4.9;4.92;211;niet geselecteerd
10886;10886.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;6.8;6.3;6.3;5.35;5.82;101;reserve
10887;10887.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.5;6.2;5.85;5.62;5.84;98;geselecteerd
10888;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;overig niet-westers;vwo profiel natuur & techniek;6.1;4.25;4.5;3.9;4.12;299;niet geselecteerd
10889;;2023;B Gezondheidswetenschappen;DEMO;anders;19;Nederland;vwo profiel natuur & gezondheid;7.0;3.6;6.25;3.18;3.92;314;niet geselecteerd
10890;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;7.2;5.3;4.65;5.72;5.38;154;niet geselecteerd
10891;;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & gezondheid;6.2;5.25;5.0;5.32;5.24;168;niet geselecteerd
10892;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.5;3.75;3.7;2.97;3.35;355;niet geselecteerd
10893;10893.0;2023;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel cultuur & maatschappij;6.8;7.45;7.9;8.02;7.82;3;geselecteerd
10894;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;westerse achtergrond;vwo profiel economie & maatschappij;7.5;4.0;4.15;4.4;4.23;290;niet geselecteerd
10895;;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel natuur & techniek;7.3;2.5;3.65;2.82;2.89;376;niet geselecteerd
10896;;2023;B Gezondheidswetenschappen;DEMO;vrouw;22;westerse achtergrond;vwo profiel natuur & techniek;6.9;5.15;3.35;4.43;4.43;274;niet geselecteerd
10897;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Suriname/Antillen;vwo profiel natuur & gezondheid;7.1;4.3;4.8;3.77;4.14;296;niet geselecteerd
10898;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;7.0;1.95;2.1;1.78;1.9;388;niet geselecteerd
10899;10899.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel economie & maatschappij;7.0;7.1;4.6;5.73;5.92;85;geselecteerd
10900;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel cultuur & maatschappij;7.0;4.9;4.25;4.15;4.39;279;niet geselecteerd
10901;;2023;B Gezondheidswetenschappen;DEMO;man;21;westerse achtergrond;vwo profiel cultuur & maatschappij;6.7;5.15;4.6;3.82;4.38;281;niet geselecteerd
10902;;2023;B Gezondheidswetenschappen;DEMO;man;19;Marokko;vwo profiel natuur & gezondheid;8.7;5.5;6.2;5.45;5.62;124;niet geselecteerd
10903;;2023;B Gezondheidswetenschappen;DEMO;man;19;westerse achtergrond;vwo profiel cultuur & maatschappij;6.9;4.65;6.25;5.32;5.3;162;niet geselecteerd
10904;;2023;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel natuur & gezondheid;6.4;5.45;6.25;4.35;5.06;191;niet geselecteerd
10905;10905.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel cultuur & maatschappij;7.5;6.75;7.2;6.57;6.75;28;geselecteerd
10906;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;7.4;4.45;5.5;6.02;5.44;144;niet geselecteerd
10907;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;6.2;3.7;4.6;3.52;3.79;325;niet geselecteerd
10908;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;6.9;4.9;5.85;5.35;5.32;160;niet geselecteerd
10909;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;6.2;4.9;4.65;3.72;4.26;287;niet geselecteerd
10910;;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;anders;5.7;4.9;5.2;5.42;5.22;173;niet geselecteerd
10911;10911.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & gezondheid;7.3;6.95;5.3;5.52;5.9;88;geselecteerd
10912;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;overig niet-westers;vwo profiel natuur & gezondheid;6.6;5.3;5.5;5.62;5.5;137;niet geselecteerd
10913;10913.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.9;6.55;5.15;5.8;5.9;89;geselecteerd
10914;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel cultuur & maatschappij;7.7;2.1;3.05;3.87;3.18;365;niet geselecteerd
10915;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;5.9;3.9;4.4;4.12;4.11;301;niet geselecteerd
10916;;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel natuur & gezondheid;7.3;4.1;5.7;4.75;4.74;238;niet geselecteerd
10917;;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel economie & maatschappij;5.7;3.85;3.75;3.58;3.7;333;niet geselecteerd
10918;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel cultuur & maatschappij;6.8;3.2;3.7;3.62;3.51;345;niet geselecteerd
10919;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.6;2.7;2.9;2.8;2.79;380;niet geselecteerd
10920;;2023;B Gezondheidswetenschappen;DEMO;vrouw;22;westerse achtergrond;vwo profiel natuur & gezondheid;7.9;4.4;4.55;3.85;4.16;294;niet geselecteerd
10921;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;6.1;6.15;5.05;5.53;5.62;125;niet geselecteerd
10922;;2023;B Gezondheidswetenschappen;DEMO;vrouw;22;Nederland;vwo profiel cultuur & maatschappij;5.2;5.25;4.75;4.95;5.0;201;niet geselecteerd
10923;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Marokko;vwo profiel natuur & gezondheid;8.1;4.95;5.15;4.38;4.7;245;niet geselecteerd
10924;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Marokko;vwo profiel natuur & gezondheid;7.2;4.65;4.8;3.62;4.16;295;niet geselecteerd
10925;;2023;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel cultuur & maatschappij;6.4;5.15;4.6;5.27;5.1;186;niet geselecteerd
10926;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;westerse achtergrond;vwo profiel natuur & gezondheid;7.1;2.9;4.05;4.02;3.69;334;niet geselecteerd
10927;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;overig niet-westers;vwo profiel natuur & gezondheid;7.9;4.15;3.4;3.68;3.76;328;niet geselecteerd
10928;10928.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;6.8;6.35;6.5;5.48;5.94;82;geselecteerd
10929;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Suriname/Antillen;vwo profiel natuur & gezondheid;7.1;4.75;5.65;5.27;5.19;175;niet geselecteerd
10930;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;6.8;5.95;6.55;4.9;5.54;132;niet geselecteerd
10931;10931.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;7.2;6.4;5.35;5.72;5.85;96;geselecteerd
10932;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;7.8;4.25;4.5;4.52;4.43;275;niet geselecteerd
10933;10933.0;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & techniek;6.3;6.7;7.25;6.53;6.72;31;geselecteerd
10934;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel cultuur & maatschappij;6.1;4.4;4.15;4.72;4.51;267;niet geselecteerd
10935;10935.0;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel cultuur & maatschappij;6.2;6.1;5.9;5.98;6.0;81;geselecteerd
10936;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;anders;6.5;3.25;3.65;3.22;3.32;359;niet geselecteerd
10937;10937.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel cultuur & maatschappij;7.6;5.2;5.95;6.22;5.86;93;geselecteerd
10938;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;7.5;1.55;1.65;1.88;1.74;389;niet geselecteerd
10939;;2023;B Gezondheidswetenschappen;DEMO;man;22;Nederland;vwo profiel natuur & gezondheid;7.9;5.75;5.3;5.28;5.43;146;niet geselecteerd
10940;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.6;4.45;4.5;3.48;3.98;310;niet geselecteerd
10941;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;7.4;3.25;4.5;3.75;3.75;329;niet geselecteerd
10942;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;hbo-propedeuse;7.5;5.2;5.1;4.82;4.99;203;niet geselecteerd
10943;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & techniek;7.2;4.75;5.0;5.18;5.01;198;niet geselecteerd
10944;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Nederland;vwo profiel natuur & gezondheid;7.6;5.0;5.25;5.15;5.12;185;niet geselecteerd
10945;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;westerse achtergrond;vwo profiel natuur & gezondheid;7.1;4.55;5.3;5.1;4.97;206;niet geselecteerd
10946;;2023;B Gezondheidswetenschappen;DEMO;man;19;overig niet-westers;vwo profiel natuur & gezondheid;7.8;4.35;4.8;4.62;4.58;260;niet geselecteerd
10947;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel cultuur & maatschappij;7.2;6.65;5.65;4.53;5.39;152;niet geselecteerd
10948;10948.0;2023;B Gezondheidswetenschappen;DEMO;man;19;westerse achtergrond;vwo profiel natuur & gezondheid;6.8;5.6;5.7;6.63;6.14;66;geselecteerd
10949;10949.0;2023;B Gezondheidswetenschappen;DEMO;man;19;Marokko;vwo profiel natuur & gezondheid;7.6;4.9;6.75;5.85;5.74;109;reserve
10950;;2023;B Gezondheidswetenschappen;DEMO;man;21;Marokko;anders;6.3;3.05;4.5;3.83;3.73;330;niet geselecteerd
10951;10951.0;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;7.0;5.8;6.3;7.18;6.59;35;geselecteerd
10952;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Turkije;vwo profiel economie & maatschappij;7.0;4.55;4.5;4.27;4.4;277;niet geselecteerd
10953;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;7.4;4.7;4.4;5.27;4.92;212;niet geselecteerd
10954;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & gezondheid;7.3;4.7;4.65;4.68;4.68;247;niet geselecteerd
10955;10955.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Turkije;vwo profiel cultuur & maatschappij;7.8;6.7;5.9;6.62;6.5;42;geselecteerd
10956;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel cultuur & maatschappij;7.9;4.7;4.15;4.82;4.65;251;niet geselecteerd
10957;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.2;4.2;5.15;5.23;4.9;214;niet geselecteerd
10958;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Marokko;vwo profiel cultuur & maatschappij;6.6;5.25;4.4;5.15;5.03;196;niet geselecteerd
10959;;2023;B Gezondheidswetenschappen;DEMO;man;18;Turkije;hbo-propedeuse;6.8;5.65;5.15;4.57;5.01;199;niet geselecteerd
10960;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.1;4.65;4.7;4.88;4.78;232;niet geselecteerd
10961;;2023;B Gezondheidswetenschappen;DEMO;man;20;Suriname/Antillen;vwo profiel natuur & gezondheid;7.6;4.65;5.3;4.8;4.86;222;niet geselecteerd
10962;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;7.4;5.4;6.05;5.13;5.4;150;niet geselecteerd
10963;10963.0;2023;B Gezondheidswetenschappen;DEMO;man;21;Nederland;vwo profiel natuur & techniek;7.3;7.3;7.25;8.05;7.66;7;geselecteerd
10964;10964.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;7.2;6.2;6.15;5.9;6.04;77;geselecteerd
10965;;2023;B Gezondheidswetenschappen;DEMO;man;19;westerse achtergrond;vwo profiel natuur & techniek;7.5;2.95;3.45;4.18;3.66;336;niet geselecteerd
10966;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & techniek;6.8;4.85;4.65;4.47;4.62;257;niet geselecteerd
10967;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;6.9;4.7;4.8;5.4;5.07;189;niet geselecteerd
10968;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;westerse achtergrond;vwo profiel cultuur & maatschappij;7.3;5.75;4.75;4.07;4.71;243;niet geselecteerd
10969;;2023;B Gezondheidswetenschappen;DEMO;man;18;Nederland;vwo profiel natuur & gezondheid;7.1;1.05;2.75;1.17;1.45;391;niet geselecteerd
10970;;2023;B Gezondheidswetenschappen;DEMO;vrouw;19;Nederland;vwo profiel natuur & gezondheid;6.9;5.7;3.95;4.15;4.58;261;niet geselecteerd
10971;;2023;B Gezondheidswetenschappen;DEMO;man;19;Nederland;vwo profiel natuur & gezondheid;6.6;4.95;4.2;5.07;4.86;223;niet geselecteerd
10972;10972.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;7.3;5.65;5.35;5.85;5.69;116;reserve
10973;;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Marokko;vwo profiel natuur & gezondheid;6.0;4.05;5.3;4.27;4.41;276;niet geselecteerd
10974;10974.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel natuur & gezondheid;8.1;7.45;8.2;6.9;7.32;13;geselecteerd
10975;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel economie & maatschappij;6.9;3.9;3.2;2.88;3.25;362;niet geselecteerd
10976;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;7.2;3.55;4.4;4.28;4.08;303;niet geselecteerd
10977;10977.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;18;Nederland;vwo profiel natuur & techniek;6.8;6.35;5.4;5.73;5.85;97;geselecteerd
10978;10978.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;overig niet-westers;vwo profiel natuur & gezondheid;7.5;7.5;6.85;6.45;6.84;26;geselecteerd
10979;;2023;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel cultuur & maatschappij;6.9;4.25;4.75;5.23;4.84;228;niet geselecteerd
10980;;2023;B Gezondheidswetenschappen;DEMO;vrouw;21;Turkije;vwo profiel natuur & techniek;7.9;5.65;4.85;5.6;5.46;143;niet geselecteerd
10981;;2023;B Gezondheidswetenschappen;DEMO;man;17;Nederland;vwo profiel economie & maatschappij;6.1;6.1;4.05;5.87;5.57;129;niet geselecteerd
10982;;2023;B Gezondheidswetenschappen;DEMO;man;20;Nederland;vwo profiel natuur & gezondheid;7.6;5.2;5.7;5.65;5.52;134;niet geselecteerd
10983;10983.0;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;vwo profiel natuur & gezondheid;8.0;4.45;7.4;6.12;5.88;91;geselecteerd
10984;;2023;B Gezondheidswetenschappen;DEMO;vrouw;20;Nederland;vwo profiel cultuur & maatschappij;7.1;5.35;4.45;3.8;4.39;280;niet geselecteerd
10985;;2023;B Gezondheidswetenschappen;DEMO;vrouw;17;Nederland;hbo-propedeuse;8.0;2.45;3.2;2.85;2.8;379;niet geselecteerd
